Suburb,Address,Rooms,Type,Price,Distance,Bedroom,CouncilArea,Lattitude,Longtitude
OAKLEIGH,7 Hilbert Ct,4,h,1145000,14,4,Monash City Council,-37.895,145.1014
OAKLEIGH,141 Atherton Rd,4,h,1600000,14,4,Monash City Council,-37.8999,145.0993
OAKLEIGH,110 Atkinson St,4,h,1840000,14,4,Monash City Council,-37.898,145.0928
MOORABBIN,6 Cooma St,2,h,1035000,14.6,2,Kingston City Council,-37.9396,145.0519
MOORABBIN,28 Grandview Gr,3,h,1321000,14.6,3,Kingston City Council,-37.9432,145.0462
MOORABBIN,3/29 Fiddes St,2,t,742500,14.6,2,Kingston City Council,-37.9369,145.0473
MOORABBIN,239 Chesterville Rd,3,h,860000,14.6,3,Kingston City Council,-37.9409,145.0602
OAKLEIGH SOUTH,8 Lido Ct,3,h,770000,14.7,3,Kingston City Council,-37.918,145.085
OAKLEIGH SOUTH,272 Warrigal Rd,3,h,985100,14.7,3,Kingston City Council,-37.9115,145.0889
OAKLEIGH SOUTH,4 Dalgan St,4,h,1410000,14.7,4,Kingston City Council,-37.9316,145.0821
OAKLEIGH SOUTH,2/15 Golf Rd,3,u,815000,14.7,3,Kingston City Council,-37.9233,145.1062
OAKLEIGH SOUTH,2 Kaybrook Ct,3,h,1042500,14.7,3,Kingston City Council,-37.9176,145.0839
ASHWOOD,4 Wippa Ct,3,h,1225000,10.2,3,Monash City Council,-37.87257,145.09782
BEAUMARIS,73 Charman Rd,4,h,1221000,17.3,4,Bayside City Council,-37.98139,145.05251
BEAUMARIS,3 Wells Rd,4,h,1823000,17.3,4,Bayside City Council,-37.98713,145.04887
BEAUMARIS,11 White St,6,h,2000000,17.3,6,Bayside City Council,-37.98942,145.03394
BERWICK,96 Avebury Dr,4,h,627500,35.2,4,Casey City Council,-38.02434,145.33117
BRIGHTON,20 Byron St,3,h,2650000,10.5,3,Bayside City Council,-37.90876,145.00743
BRIGHTON,36/568 New St,1,u,380000,10.5,1,Bayside City Council,-37.88468,144.99722
BRIGHTON,160 Were St,5,h,3250000,10.5,5,Bayside City Council,-37.92615,145.00282
BRIGHTON EAST,18 Centre Rd,4,t,1731000,10.3,4,Bayside City Council,-37.91503,145.00888
CHELTENHAM,4 Cronin Ct,5,h,1140000,17.9,5,Bayside City Council,-37.96763,145.07898
CHELTENHAM,2/14 Jack Rd,3,t,950000,17.9,3,Bayside City Council,-37.96062,145.04296
CHELTENHAM,4/3 MacKenzie St,2,u,425000,17.9,2,Bayside City Council,-37.97143,145.05219
CHELTENHAM,105 Wilson St,3,h,1116000,17.9,3,Bayside City Council,-37.95629,145.06031
CRANBOURNE,26 Mundaring Dr,5,h,572000,34.7,5,Casey City Council,-38.10687,145.2811
DANDENONG,5/6 MacPherson St,2,u,348000,24.7,2,Greater Dandenong City Council,-37.98712,145.22262
DANDENONG NORTH,110 Gladstone Rd,3,h,627000,24.7,3,Greater Dandenong City Council,-37.96322,145.20586
DANDENONG NORTH,52 Simpson Dr,3,h,760000,24.7,3,Greater Dandenong City Council,-37.96609,145.21997
DINGLEY VILLAGE,2/77 Centre Dandenong Rd,2,u,612000,22.2,2,Kingston City Council,-37.98412,145.13433
FRANKSTON,42 Kars St,3,h,640000,38,3,Frankston City Council,-38.1523,145.11874
FRANKSTON NORTH,17 Windoo St,3,h,611000,36.9,3,Frankston City Council,-38.11948,145.14928
FRANKSTON SOUTH,14 Poinciana St,3,h,755000,38,3,Frankston City Council,-38.16492,145.12656
HALLAM,5 Katrina Cl,3,h,662500,32.3,3,Casey City Council,-38.00022,145.2709
HAMPTON,46/15 Beach Rd,3,u,1210000,13.8,3,Bayside City Council,-37.93464,144.99601
HAMPTON EAST,1/23 Charming St,3,h,1140000,13.8,3,Bayside City Council,-37.93433,145.02984
HIGHETT,2/25 Wilson St,2,u,645000,16,2,Bayside City Council,-37.94887,145.02647
HUNTINGDALE,9/220 Huntingdale Rd,3,h,750000,12.3,3,Monash City Council,-37.90415,145.10504
KEYSBOROUGH,15 Daylily Dr,4,h,965000,25.2,4,Greater Dandenong City Council,-38.00293,145.16465
KEYSBOROUGH,33 Turramurra Dr,4,h,761000,25.2,4,Greater Dandenong City Council,-37.9865,145.16767
MOORABBIN,3 Bruthen St,3,h,1175000,14.3,3,Kingston City Council,-37.9379,145.05456
MORDIALLOC,51B Bear St,4,h,800000,21.5,4,Kingston City Council,-38.00406,145.09502
MORDIALLOC,108 Chute St,4,h,1225000,21.5,4,Kingston City Council,-37.99991,145.09417
MOUNT WAVERLEY,12 Holskamp St,3,h,1205000,14.2,3,Monash City Council,-37.87389,145.12783
MOUNT WAVERLEY,3 Huxtable St,4,h,1720000,14.2,4,Monash City Council,-37.86989,145.1434
MOUNT WAVERLEY,26 Malcolm Ct,5,h,1600000,14.2,5,Monash City Council,-37.8778,145.11236
MOUNT WAVERLEY,11 Maureen St,3,h,944000,14.2,3,Monash City Council,-37.86071,145.1278
MOUNT WAVERLEY,2 Merton Cl,3,h,1385000,14.2,3,Monash City Council,-37.86618,145.14757
MOUNT WAVERLEY,24 Sunnyside Rd,3,h,2000000,14.2,3,Monash City Council,-37.89757,145.11825
NARRE WARREN,29 Bradley Tce,3,h,650000,34.1,3,Casey City Council,-38.03147,145.31126
NARRE WARREN,29 Hanley St,3,h,655000,34.1,3,Casey City Council,-38.02938,145.31876
OAKLEIGH EAST,1725 Dandenong Rd,5,h,1525000,12.3,5,Monash City Council,-37.90119,145.1068
OAKLEIGH EAST,82 Patrick St,6,h,1900000,12.3,6,Monash City Council,-37.909,145.12059
PARKDALE,13B Elm Gr,3,t,1000000,21.5,3,Kingston City Council,-37.99464,145.08099
PARKDALE,44 Melrose St,3,h,820000,21.5,3,Kingston City Council,-37.99652,145.08523
SANDRINGHAM,6/76 Bay Rd,2,u,643500,15.2,2,Bayside City Council,-37.95236,145.00737
SEAFORD,3/7 East Rd,3,u,572000,35.4,3,Frankston City Council,-38.10422,145.14159
SKYE,29 Edinburgh Dr,4,h,640000,34.7,4,Frankston City Council,-38.10542,145.19951
SPRINGVALE,24 Garnsworthy St,3,h,752500,20.8,3,Greater Dandenong City Council,-37.94106,145.16193
BEAUMARIS,71 Oak St,2,h,1470000,17.3,2,Bayside City Council,-37.98489,145.04116
BEAUMARIS,33 Reserve Rd,6,h,1660000,17.3,6,Bayside City Council,-37.98825,145.03227
BLACK ROCK,1/565 Balcombe Rd,2,u,767000,17.3,2,Bayside City Council,-37.97614,145.02014
BLACK ROCK,31 Third St,5,h,2520000,17.3,5,Bayside City Council,-37.97956,145.02303
BONBEACH,1/23 Bondi Rd,3,h,836000,27,3,Kingston City Council,-38.06257,145.1226
BRIGHTON,2/149 Carpenter St,3,u,1336000,10.5,3,Bayside City Council,-37.90597,145.00208
BRIGHTON,18/4 Dudley St,2,u,1400000,10.5,2,Bayside City Council,-37.90115,144.98776
BRIGHTON,65A Durrant St,3,h,1175000,10.5,3,Bayside City Council,-37.91155,145.00657
BRIGHTON,101 Male St,3,h,1935000,10.5,3,Bayside City Council,-37.91068,145.00394
BRIGHTON,125 Roslyn St,3,h,1950000,10.5,3,Bayside City Council,-37.91677,145.00372
BRIGHTON,3 Vaucluse St,4,h,2250000,10.5,4,Bayside City Council,-37.9031,144.9938
BRIGHTON,6/76 Whyte St,3,u,897000,10.5,3,Bayside City Council,-37.92109,145.00088
BRIGHTON EAST,3 Bown Ct,5,h,2000000,10.3,5,Bayside City Council,-37.91818,145.01513
BURWOOD,5/19 Hughes St,4,t,845000,10.4,4,Monash City Council,-37.85213,145.10928
BURWOOD,2/107 Station St,2,u,700000,10.4,2,Monash City Council,-37.84738,145.11997
CARRUM,18 Church Rd,4,h,965000,31.2,4,Kingston City Council,-38.07921,145.12761
CARRUM,14 Parkside Bvd,2,u,529000,31.2,2,Kingston City Council,-38.07938,145.13227
CARRUM,5 Rigby St,3,h,881000,31.2,3,Kingston City Council,-38.07405,145.13211
CARRUM,3 Walkers Rd,4,h,845000,31.2,4,Kingston City Council,-38.0781,145.12429
CHADSTONE,8 Bosco St,3,h,1080000,11.7,3,Monash City Council,-37.88246,145.10046
CHADSTONE,3/3 Inga Ct,2,h,674000,11.7,2,Monash City Council,-37.88093,145.10574
CHELSEA,5/11 Bath St,2,u,525000,27,2,Kingston City Council,-38.05304,145.1151
CHELSEA,30 Mulkarra Dr,3,h,840000,27,3,Kingston City Council,-38.04683,145.1261
CHELTENHAM,1/31 Cavanagh St,2,t,745000,17.9,2,Bayside City Council,-37.96342,145.06516
CHELTENHAM,19 Shipston Rd,3,h,1240000,17.9,3,Bayside City Council,-37.97161,145.07036
CHELTENHAM,4/59 Wilson St,2,u,850000,17.9,2,Bayside City Council,-37.96021,145.05938
CLAYTON,18 Renver Rd,3,h,1300000,16.7,3,Monash City Council,-37.91865,145.14341
DANDENONG,8 Trende St,3,h,678000,24.7,3,Greater Dandenong City Council,-37.97806,145.20432
DANDENONG NORTH,7 Fletcher Rd,3,h,595000,24.7,3,Greater Dandenong City Council,-37.96006,145.22094
DANDENONG NORTH,1/4 Rhoden Ct,2,u,305000,24.7,2,Greater Dandenong City Council,-37.95431,145.20899
DINGLEY VILLAGE,138 Howard Rd,3,h,816000,22.2,3,Kingston City Council,-37.986,145.12035
DOVETON,24 Betula St,3,h,545000,28.8,3,Casey City Council,-37.99095,145.2316
FRANKSTON,24 Victoria Pde,3,h,700000,38,3,Frankston City Council,-38.15517,145.12705
FRANKSTON NORTH,1 Monterey Bvd,3,h,452000,36.9,3,Frankston City Council,-38.1187,145.14973
GLEN WAVERLEY,91 Orchard St,4,h,1750000,16.7,4,Monash City Council,-37.87173,145.15267
GLEN WAVERLEY,1/8 Short St,2,u,1100000,16.7,2,Monash City Council,-37.88245,145.15982
HALLAM,196 Princes Hwy,3,h,680000,32.3,3,Casey City Council,-38.00533,145.26907
HIGHETT,3 The Crescent,3,h,1190000,16,3,Bayside City Council,-37.94654,145.04863
KEYSBOROUGH,2 Eildon Dr,4,h,745000,25.2,4,Greater Dandenong City Council,-37.9887,145.16158
MENTONE,10 Chicquita Cct,3,t,815000,20,3,Kingston City Council,-37.97917,145.07573
MENTONE,2/68 Naples Rd,2,t,800000,20,2,Kingston City Council,-37.98937,145.06723
MENTONE,70 Voltri St,3,h,885000,20,3,Kingston City Council,-37.97584,145.08107
MOORABBIN,2 Matilda Rd,3,h,1090500,14.3,3,Kingston City Council,-37.94274,145.05783
MORDIALLOC,4/186 Beach Rd,1,u,519000,21.5,1,Kingston City Council,-38.00508,145.08189
MORDIALLOC,1/6 Krone St,4,t,1170000,21.5,4,Kingston City Council,-38.002,145.08916
MOUNT WAVERLEY,1/577 High Street Rd,2,u,720000,14.2,2,Monash City Council,-37.87135,145.14334
MOUNT WAVERLEY,3/593 High Street Rd,2,u,572000,14.2,2,Monash City Council,-37.87142,145.14503
MOUNT WAVERLEY,7 Milliara St,3,h,1640000,14.2,3,Monash City Council,-37.86906,145.14394
MOUNT WAVERLEY,2/36 Swayfield Rd,3,t,1011000,14.2,3,Monash City Council,-37.8605,145.12853
MOUNT WAVERLEY,309 Waverley Rd,5,h,1450000,14.2,5,Monash City Council,-37.88409,145.12369
MULGRAVE,2 Barclay Ct,3,h,880000,18.8,3,Monash City Council,-37.92266,145.16733
OAKLEIGH,19 Westgate St,4,h,1410000,12.3,4,Monash City Council,-37.9054,145.08669
OAKLEIGH,31 Westgate St,3,h,1245000,12.3,3,Monash City Council,-37.90626,145.08653
OAKLEIGH EAST,41 Clayton Rd,2,h,1114000,12.3,2,Monash City Council,-37.90241,145.12378
OAKLEIGH EAST,3/1 Inga St,3,u,740000,12.3,3,Monash City Council,-37.89941,145.11523
OAKLEIGH SOUTH,5 Ellesmere St,4,h,1120000,15.5,4,Kingston City Council,-37.93543,145.08408
OAKLEIGH SOUTH,47 Washington Dr,3,h,945000,15.5,3,Kingston City Council,-37.93646,145.08728
PARKDALE,22 Booth St,3,h,1315000,21.5,3,Kingston City Council,-37.99544,145.08727
SANDRINGHAM,131 Bay Rd,4,t,2300000,15.2,4,Bayside City Council,-37.95326,145.01779
SANDRINGHAM,34 Brighton St,3,h,1710000,15.2,3,Bayside City Council,-37.94785,145.01467
SANDRINGHAM,5 Tennyson St,4,t,2221000,15.2,4,Bayside City Council,-37.95372,145.00608
SEAFORD,43 Galway St,3,h,540000,35.4,3,Frankston City Council,-38.11014,145.14336
WHEELERS HILL,87 Chancellor Dr,4,h,1171000,16.7,4,Monash City Council,-37.92024,145.18049
WHEELERS HILL,16 Jacaranda Rd,3,h,1408000,16.7,3,Monash City Council,-37.90618,145.16995
ASHWOOD,47 Ashwood Dr,4,h,1680000,10.2,4,Monash City Council,-37.85842,145.10288
ASHWOOD,2 Julie Ct,3,h,1650000,10.2,3,Monash City Council,-37.86572,145.09763
ASHWOOD,2/7 Murra Ct,3,h,860000,10.2,3,Monash City Council,-37.87105,145.10198
BERWICK,59 Bemersyde Dr,4,h,608500,35.2,4,Casey City Council,-38.05379,145.34803
BLACK ROCK,6/56 Red Bluff St,2,u,879000,17.3,2,Bayside City Council,-37.96341,145.01735
BRIGHTON,2/14 Brickwood St,2,u,855000,10.5,2,Bayside City Council,-37.89571,144.99796
BRIGHTON,5A Hall St,3,h,2020000,10.5,3,Bayside City Council,-37.91728,145.00206
BRIGHTON,2/58 North Rd,3,u,1410000,10.5,3,Bayside City Council,-37.89886,144.99462
BRIGHTON EAST,17 Florence St,4,h,2100000,10.3,4,Bayside City Council,-37.91777,145.01798
BRIGHTON EAST,5A Hornby St,2,h,1410000,10.3,2,Bayside City Council,-37.91488,145.01868
BRIGHTON EAST,35 Studley Rd,4,t,1620000,10.3,4,Bayside City Council,-37.92875,145.0248
BURWOOD,7 Carmody St,3,t,918000,10.4,3,Monash City Council,-37.85682,145.10873
CARRUM DOWNS,5 Atkins Ct,3,h,500000,34.9,3,Frankston City Council,-38.09111,145.19084
CARRUM DOWNS,11 Goshawk Ct,3,h,561000,34.9,3,Frankston City Council,-38.10709,145.1744
CHADSTONE,38 Jacana St,3,h,740000,11.7,3,Monash City Council,-37.88486,145.10203
CHELTENHAM,23 Alden Ct,4,h,1120000,17.9,4,Bayside City Council,-37.97245,145.07566
CHELTENHAM,88 Bernard St,3,h,1051000,17.9,3,Bayside City Council,-37.95416,145.06781
CHELTENHAM,28 Regent Pde,3,h,1170000,17.9,3,Bayside City Council,-37.95668,145.06458
CHELTENHAM,2A Walker Gr,3,t,861000,17.9,3,Bayside City Council,-37.96836,145.06452
CHELTENHAM,20/310 Warrigal Rd,2,u,535000,17.9,2,Bayside City Council,-37.96597,145.07535
CLAYTON,22 Evelyn St,6,h,1361000,16.7,6,Monash City Council,-37.91945,145.1315
CLAYTON,25 Panorama St,3,h,1462000,16.7,3,Monash City Council,-37.92027,145.12937
CLAYTON SOUTH,20 Botanic Dr,3,h,745000,17.5,3,Kingston City Council,-37.93898,145.13648
DANDENONG,58 Herbert St,4,h,1071500,24.7,4,Greater Dandenong City Council,-37.98121,145.21644
DANDENONG NORTH,11 Griffiths Ct,4,h,750000,24.7,4,Greater Dandenong City Council,-37.95187,145.21249
DINGLEY VILLAGE,11 Kimber Ct,4,h,1100000,22.2,4,Kingston City Council,-37.97824,145.12949
DINGLEY VILLAGE,13 Lobelia Ct,3,h,980000,22.2,3,Kingston City Council,-37.97658,145.11887
GLEN WAVERLEY,53 Campbell St,3,h,3056000,16.7,4,Monash City Council,-37.86957,145.17544
GLEN WAVERLEY,24 Florence St,3,h,1900000,16.7,3,Monash City Council,-37.88351,145.15714
GLEN WAVERLEY,7 Kinnoull Gr,5,h,2650000,16.7,6,Monash City Council,-37.87853,145.15542
GLEN WAVERLEY,10/18 Tulloch Gr,3,t,655000,16.7,3,Monash City Council,-37.89873,145.15072
GLEN WAVERLEY,4 Turner Ct,3,h,1550000,16.7,3,Monash City Council,-37.88255,145.14727
GLEN WAVERLEY,20 Walter St,4,h,1715000,16.7,4,Monash City Council,-37.86924,145.16471
HALLAM,11 Turanga Pl,3,h,601000,32.3,3,Casey City Council,-38.00305,145.2729
HAMPTON,12/45 Grenville St,3,u,970000,13.8,3,Bayside City Council,-37.93538,145.00224
HAMPTON,10/78 Holyrood St,2,u,805000,13.8,2,Bayside City Council,-37.93387,145.00227
HAMPTON,87 Mills St,3,h,2120000,13.8,3,Bayside City Council,-37.93649,145.01107
HAMPTON,7 Wave St,3,h,2100000,13.8,3,Bayside City Council,-37.93739,145.00513
HIGHETT,14 Avoca St,3,h,1155000,16,3,Bayside City Council,-37.95378,145.03267
HIGHETT,6 Muir St,4,h,1220000,16,4,Bayside City Council,-37.94578,145.03564
HIGHETT,3/46 Tibrockney St,2,h,548000,16,2,Bayside City Council,-37.95037,145.03473
HUNTINGDALE,23 Beauford St,3,h,1093800,12.3,3,Monash City Council,-37.90805,145.10684
HUNTINGDALE,50 Ross St,4,h,1145000,12.3,4,Monash City Council,-37.90822,145.11146
LANGWARRIN,6/30 Warrenwood Pl,2,u,400000,41,2,Frankston City Council,-38.16439,145.1978
MENTONE,1/32 Albenca St,3,t,1051000,20,3,Kingston City Council,-37.97889,145.0745
MENTONE,169 Balcombe Rd,4,h,1700000,20,4,Kingston City Council,-37.98035,145.05593
MENTONE,5/94 Beach Rd,2,u,525000,20,2,Kingston City Council,-37.99121,145.06458
MENTONE,1/29 Milan St,2,u,660000,20,2,Kingston City Council,-37.98558,145.05966
MENTONE,1/107 Warrigal Rd,2,u,455000,20,2,Kingston City Council,-37.97946,145.07167
MOORABBIN,6 Bataba St,4,h,1289000,14.3,4,Kingston City Council,-37.93686,145.03966
MORDIALLOC,5 Epsom Rd,4,h,1350000,21.5,4,Kingston City Council,-38.00585,145.08376
MORDIALLOC,5 Hanlon Cl,4,h,1150000,21.5,4,Kingston City Council,-38.00549,145.10372
MORDIALLOC,6/9 McDonald St,2,u,470500,21.5,2,Kingston City Council,-38.00482,145.08746
MOUNT WAVERLEY,23 Baily St,3,h,1530000,14.2,3,Monash City Council,-37.86838,145.14664
MOUNT WAVERLEY,25 Carrol Gr,4,h,1352000,14.2,4,Monash City Council,-37.89187,145.11049
MOUNT WAVERLEY,57 Cratloe Rd,3,h,1360000,14.2,3,Monash City Council,-37.8622,145.12563
MOUNT WAVERLEY,18 Malcolm Ct,3,h,1530000,14.2,3,Monash City Council,-37.87718,145.11248
MOUNT WAVERLEY,85 Waimarie Dr,4,h,1728000,14.2,4,Monash City Council,-37.87833,145.13731
MULGRAVE,10 Adela Ct,4,h,2000000,18.8,4,Monash City Council,-37.9319,145.20164
MULGRAVE,2 Emily Ct,3,h,901000,18.8,3,Monash City Council,-37.93105,145.16962
MULGRAVE,13 Excelsior Cct,3,h,757500,18.8,3,Monash City Council,-37.93226,145.19097
MULGRAVE,13 Merrill St,3,h,757000,18.8,3,Monash City Council,-37.92773,145.16984
MULGRAVE,18 Vincent St,4,h,902000,18.8,4,Monash City Council,-37.93058,145.16308
NOBLE PARK,18 Arnold St,3,h,635000,22.7,3,Greater Dandenong City Council,-37.97267,145.18262
NOTTING HILL,1/3 Saniky St,3,u,840000,16.7,3,Monash City Council,-37.90354,145.14394
OAKLEIGH EAST,1/17 Claudel St,3,t,820000,12.3,3,Monash City Council,-37.91017,145.11488
OAKLEIGH SOUTH,36 Bossington St,3,h,1218500,15.5,3,Kingston City Council,-37.91693,145.08739
PARKDALE,46 Davey St,3,h,940000,21.5,3,Kingston City Council,-37.99443,145.0885
PARKDALE,22 Keith St,4,h,1300000,21.5,4,Kingston City Council,-37.99232,145.08469
SANDRINGHAM,4/64 Edward St,3,u,760000,15.2,3,Bayside City Council,-37.96224,145.01683
SEAFORD,5 Ireland St,3,h,782500,35.4,3,Frankston City Council,-38.09088,145.12934
SKYE,20 Overall Dr,4,h,555698,34.7,4,Frankston City Council,-38.09083,145.20139
ASHWOOD,4 Moore St,4,h,1425000,10.2,4,Monash City Council,-37.86301,145.11159
BERWICK,5 Gretel Pl,3,h,690000,35.2,3,Casey City Council,-38.03062,145.35951
BRIGHTON,3 Champion St,3,h,2655000,10.5,3,Bayside City Council,-37.92829,145.00281
BRIGHTON,10A Hartley St,3,t,3275000,10.5,3,Bayside City Council,-37.92576,144.99233
BRIGHTON EAST,9 Baird St,4,h,2720000,10.3,4,Bayside City Council,-37.92882,145.01109
BRIGHTON EAST,13 Churchill Ct,4,h,2525000,10.3,4,Bayside City Council,-37.92884,145.01518
BRIGHTON EAST,167 Thomas St,3,h,1300000,10.3,3,Bayside City Council,-37.90514,145.02524
BURWOOD,13 Elizabeth St,3,h,1325000,10.4,3,Monash City Council,-37.85683,145.09635
BURWOOD,20 Pearce St,3,h,1052000,10.4,3,Monash City Council,-37.85541,145.12836
CARRUM,3/13 Graham Rd,3,u,590000,31.2,3,Kingston City Council,-38.07483,145.13133
CHELSEA HEIGHTS,17 Amaroo Dr,4,h,732000,27,4,Kingston City Council,-38.03526,145.13286
CHELTENHAM,4 Allnutt Ct,3,h,800000,17.9,3,Bayside City Council,-37.96877,145.07484
CHELTENHAM,17 Barclay Dr,3,h,877000,17.9,3,Bayside City Council,-37.96257,145.08252
CHELTENHAM,31 Eden St,4,h,1255000,17.9,4,Bayside City Council,-37.97145,145.06132
CHELTENHAM,44 Eunice Dr,3,h,900000,17.9,3,Bayside City Council,-37.96388,145.07807
CHELTENHAM,14 Tuck St,3,h,1199000,17.9,3,Bayside City Council,-37.97069,145.05928
CHELTENHAM,61 Weatherall Rd,4,h,1500000,17.9,4,Bayside City Council,-37.97076,145.04186
CLAYTON,1/10 Morton St,3,u,780000,16.7,3,Monash City Council,-37.91712,145.13625
DANDENONG,4 Bess Ct,3,h,620000,24.7,3,Greater Dandenong City Council,-37.98265,145.22696
DINGLEY VILLAGE,1 Chadree Ct,3,h,840000,22.2,3,Kingston City Council,-37.98536,145.13434
DINGLEY VILLAGE,13 Dorrington Ct,3,h,801000,22.2,3,Kingston City Council,-37.98217,145.14061
DINGLEY VILLAGE,22 Shannon Ct,5,h,955000,22.2,5,Kingston City Council,-37.97545,145.12054
FRANKSTON,5 Almora Cl,3,h,545000,38,3,Frankston City Council,-38.14444,145.16788
FRANKSTON,14 Berringa St,3,h,570000,38,3,Frankston City Council,-38.14264,145.14684
FRANKSTON,22 Bradshaw St,5,h,715000,38,5,Frankston City Council,-38.13442,145.13548
FRANKSTON SOUTH,160 Overport Rd,3,h,860000,38,3,Frankston City Council,-38.18255,145.11986
HAMPTON,16 Carolyn St,4,h,1600000,13.8,4,Bayside City Council,-37.94039,145.02234
HAMPTON,1 Grout St,3,h,1325000,13.8,3,Bayside City Council,-37.93434,145.00816
HAMPTON,2C Kerferd St,4,h,3150000,13.8,4,Bayside City Council,-37.94176,145.00931
HAMPTON,13 Mills St,2,t,1285000,13.8,2,Bayside City Council,-37.93557,145.00463
HAMPTON,2/17 Small St,2,u,685000,13.8,2,Bayside City Council,-37.9392,145.00095
HAMPTON,1/121 Thomas St,2,u,878000,13.8,2,Bayside City Council,-37.9395,145.01344
HAMPTON EAST,1/2 Flowerdale Rd,3,u,957000,13.8,3,Bayside City Council,-37.94313,145.03501
HIGHETT,4 Major St,4,h,1300000,16,4,Bayside City Council,-37.94783,145.03983
HIGHETT,3 Seaton Rd,4,h,1430000,16,4,Bayside City Council,-37.94549,145.03332
KEYSBOROUGH,46 Hedgeley Rd,3,h,752000,25.2,3,Greater Dandenong City Council,-37.99013,145.17912
MOORABBIN,1A Dactyl Rd,3,h,1401500,14.3,3,Kingston City Council,-37.94107,145.04217
MORDIALLOC,1/73 Chute St,4,h,920000,21.5,4,Kingston City Council,-37.99906,145.09386
MORDIALLOC,9 David St,2,h,1110000,21.5,2,Kingston City Council,-38.00051,145.09315
MOUNT WAVERLEY,5 Armstrong St,3,h,1200000,14.2,3,Monash City Council,-37.86788,145.12121
MOUNT WAVERLEY,13 Baily St,4,h,1387000,14.2,4,Monash City Council,-37.86827,145.1452
MOUNT WAVERLEY,3/20 Briggs St,4,t,970000,14.2,4,Monash City Council,-37.89456,145.11388
MOUNT WAVERLEY,2/40 Carrol Gr,3,u,870000,14.2,3,Monash City Council,-37.89251,145.11121
MOUNT WAVERLEY,30 Howell Dr,3,h,1250000,14.2,3,Monash City Council,-37.88849,145.12795
MULGRAVE,73 Lea Rd,3,h,865000,18.8,3,Monash City Council,-37.92769,145.16792
NARRE WARREN,6 Saxonwood Dr,3,h,597500,34.1,3,Casey City Council,-38.0312,145.30703
NOBLE PARK,21 Conley St,3,h,660000,22.7,3,Greater Dandenong City Council,-37.98298,145.17932
OAKLEIGH,5 Eastgate St,5,h,1750000,12.3,5,Monash City Council,-37.90465,145.08894
OAKLEIGH EAST,33 Greta St,3,h,1210000,12.3,3,Monash City Council,-37.9125,145.11844
OAKLEIGH SOUTH,10 Devoy St,4,h,1500000,15.5,4,Kingston City Council,-37.91753,145.08524
OAKLEIGH SOUTH,4 Hardy Ct,4,h,1215000,15.5,4,Kingston City Council,-37.92542,145.10622
OAKLEIGH SOUTH,192 Haughton Rd,3,h,1265000,15.5,3,Kingston City Council,-37.91282,145.10376
OAKLEIGH SOUTH,266 Warrigal Rd,4,h,1050000,15.5,4,Kingston City Council,-37.91489,145.08441
PARKDALE,22 Keith St,4,h,1300000,21.5,4,Kingston City Council,-37.99232,145.08469
PARKDALE,36A Warrigal Rd,3,h,1400000,21.5,3,Kingston City Council,-37.9905,145.06999
SANDHURST,4 Galilee Dr,4,h,645000,34.7,4,Frankston City Council,-38.0817,145.19654
SANDRINGHAM,26 Regent Ct,4,h,1770000,15.2,4,Bayside City Council,-37.95877,145.02701
SANDRINGHAM,56 Victoria St,5,h,2250000,15.2,5,Bayside City Council,-37.95698,145.0166
SEAFORD,42 Mitchell St,6,h,1050000,35.4,6,Frankston City Council,-38.1078,145.1305
SPRINGVALE,5 Sullivan St,3,h,770000,20.8,3,Greater Dandenong City Council,-37.93861,145.15351
WHEELERS HILL,7 Darvell Cl,4,h,1272000,16.7,4,Monash City Council,-37.91293,145.20079
ASPENDALE,31 Mill St,4,h,1150000,21.5,4,Kingston City Council,-38.01468,145.09789
BEAUMARIS,13 Bodley St,4,h,2200000,17.3,4,Bayside City Council,-37.99035,145.03839
BERWICK,2 Greystoke Ct,4,h,667000,35.2,4,Casey City Council,-38.03296,145.33439
BERWICK,3 Thornley Dr,4,h,740000,35.2,4,Casey City Council,-38.06022,145.35044
BLACK ROCK,1/43 Iona St,3,u,1080000,17.3,3,Bayside City Council,-37.97359,145.0214
BLACK ROCK,2/59 Iona St,2,u,623500,17.3,2,Bayside City Council,-37.97363,145.02302
BRIGHTON,30/49 Head St,3,t,1600000,10.5,3,Bayside City Council,-37.89168,144.99162
BRIGHTON,36 Nepean Hwy,3,h,1211000,10.5,3,Bayside City Council,-37.88623,144.99858
BRIGHTON,7 Stanley St,4,h,3225000,10.5,4,Bayside City Council,-37.9146,145.00535
BRIGHTON,10 Whyte St,4,h,2385000,10.5,4,Bayside City Council,-37.92465,144.9992
BRIGHTON,1/18 William St,3,u,1370000,10.5,3,Bayside City Council,-37.90899,145.00046
BRIGHTON EAST,1C Baird St,3,h,1750800,10.3,3,Bayside City Council,-37.92988,145.01085
BRIGHTON EAST,181 Dendy St,4,h,2300000,10.3,4,Bayside City Council,-37.92173,145.01436
BRIGHTON EAST,15 Wallen St,4,h,1605000,10.3,4,Bayside City Council,-37.91684,145.01727
BRIGHTON EAST,1A Wallen St,2,h,1035000,10.3,2,Bayside City Council,-37.91704,145.01846
BURWOOD,250 Burwood Hwy,3,h,1732000,10.4,3,Monash City Council,-37.85049,145.11687
BURWOOD,39 Leonard St,3,h,1253500,10.4,3,Monash City Council,-37.85475,145.12321
BURWOOD,11 McComas Gr,7,h,1642000,10.4,7,Monash City Council,-37.85103,145.11232
