Suburb,Address,Rooms,Type,Price,Distance,Bedroom2,CouncilArea,Lattitude,Longtitude
CLARINDA,6 Rosewall Pl,3,h,790000,17.5,3,Kingston City Council,-37.93765,145.10583
CLARINDA,16 Botany Ct,3,h,891500,17.5,3,Kingston City Council,-37.93381,145.10767
CLARINDA,31 Dalbeattie Dr,5,h,1387000,17.5,5,Kingston City Council,-37.93687,145.09947
CLARINDA,28 Bushland Av,3,h,862000,17.5,3,Kingston City Council,-37.9431,145.111
CLARINDA,17 Leonard Cl,3,h,799000,17.5,3,Kingston City Council,-37.93963,145.1054
CLARINDA,11 Christopher Ct,5,h,1425000,17.5,5,Kingston City Council,-37.93591,145.10489
CLARINDA,12 Springs Rd,4,h,1150000,17.5,4,Kingston City Council,-37.92851,145.10948
CLARINDA,54 Davanzo Av,3,h,795500,17.5,3,Kingston City Council,-37.94513,145.1066
CLARINDA,4 Allambi Ct,4,h,990000,17.5,4,Kingston City Council,-37.93764,145.10087
CLAYTON,18 Renver Rd,3,h,1300000,16.7,3,Monash City Council,-37.91865,145.14341
CLAYTON,22 Evelyn St,6,h,1361000,16.7,6,Monash City Council,-37.91945,145.1315
CLAYTON,25 Panorama St,3,h,1462000,16.7,3,Monash City Council,-37.92027,145.12937
CLAYTON,1/10 Morton St,3,u,780000,16.7,3,Monash City Council,-37.91712,145.13625
CLAYTON,7 Jaguar Dr,4,h,1040000,16.7,4,Monash City Council,-37.92374,145.13222
CLAYTON,6 Harlington St,3,h,1018000,16.7,3,Monash City Council,-37.92063,145.11186
CLAYTON,56 Eva St,4,h,1250000,16.7,4,Monash City Council,-37.9255,145.11331
CLAYTON,2/46 Jaguar Dr,3,h,729500,16.7,3,Monash City Council,-37.92624,145.1321
CLAYTON,1/30 Morton St,3,u,696000,16.7,3,Monash City Council,-37.91735,145.13814
CLAYTON,25 View St,5,h,1115000,16.7,5,Monash City Council,-37.92304,145.10984
CLAYTON,32 Wellington Rd,3,h,1950000,16.7,3,Monash City Council,-37.91583,145.13363
CLAYTON,22 Burton Av,3,h,2950000,16.7,3,Monash City Council,-37.92614,145.11713
CLAYTON,1/76 Scotsburn Av,3,u,810000,16.7,3,Monash City Council,-37.92559,145.10804
CLAYTON,113 Kanooka Gr,3,h,1100000,16.7,4,Monash City Council,-37.92674,145.1249
CLAYTON,5 Harlington St,7,h,1215000,16.7,7,Monash City Council,-37.92059,145.11149
CLAYTON,5 Flora Rd,3,h,800000,16.7,3,Monash City Council,-37.91737,145.11569
CLAYTON,324 Haughton Rd,3,h,1004000,16.7,3,Monash City Council,-37.91883,145.11209
CLAYTON,16 Eva St,4,h,1163000,16.7,4,Monash City Council,-37.9221,145.114
CLAYTON,47 Beddoe Av,3,h,1870000,16.7,3,Monash City Council,-37.9112,145.12778
CLAYTON,25 Eva St,3,h,1371000,16.7,3,Monash City Council,-37.92221,145.11357
CLAYTON SOUTH,20 Botanic Dr,3,h,745000,17.5,3,Kingston City Council,-37.93898,145.13648
CLAYTON SOUTH,1/1 Hadkinson St,3,u,700000,17.5,3,Kingston City Council,-37.93296,145.12664
CLAYTON SOUTH,48 McMillan St,4,h,962000,17.5,4,Kingston City Council,-37.93197,145.12219
CLAYTON SOUTH,2/21 Oakes Av,2,u,575000,17.5,2,Kingston City Council,-37.93524,145.1306
CLAYTON SOUTH,12 Bond St,3,h,850000,17.5,3,Kingston City Council,-37.93086,145.11073
CLAYTON SOUTH,15 Byron St,3,h,985000,17.5,3,Kingston City Council,-37.93539,145.11986
CLAYTON SOUTH,695 Heatherton Rd,3,h,1250500,17.5,3,Kingston City Council,-37.95988,145.13279
CLAYTON SOUTH,8 Narrumburn Rd,3,h,805000,17.5,3,Kingston City Council,-37.94128,145.11406
CLAYTON SOUTH,51 Ester Cr,3,h,850000,17.5,3,Kingston City Council,-37.93663,145.11236
CLAYTON SOUTH,4 Wannan Ct,3,h,800000,17.5,3,Kingston City Council,-37.94146,145.11121
CLAYTON SOUTH,26 Tarago Cr,3,h,950000,17.5,3,Kingston City Council,-37.94122,145.10924
CLAYTON SOUTH,27 Evergreen Bvd,3,t,785000,17.5,3,Kingston City Council,-37.93869,145.13717
CLAYTON SOUTH,37 Orloff Cl,4,h,877500,17.5,4,Kingston City Council,-37.95962,145.13565
CLAYTON SOUTH,17 Simon St,3,h,955000,17.5,3,Kingston City Council,-37.93371,145.11219
CLAYTON SOUTH,8 Alward Av,2,h,955000,17.5,2,Kingston City Council,-37.93474,145.11918
CLAYTON SOUTH,533 Clayton Rd,3,h,1000000,17.5,3,Kingston City Council,-37.9395,145.1168
CLAYTON SOUTH,3 Hayden Rd,3,h,750000,17.5,3,Kingston City Council,-37.9581,145.1341
CLAYTON SOUTH,19 Brady Av,3,h,881000,17.5,3,Kingston City Council,-37.9414,145.1338
CLAYTON SOUTH,37 Meppel Dr,3,h,860000,17.5,3,Kingston City Council,-37.93301,145.1192
CLAYTON SOUTH,18 Glenmorgan Cl,3,h,770000,17.5,3,Kingston City Council,-37.94944,145.13484
CLAYTON SOUTH,8 Jordan St,3,h,1020000,17.5,3,Kingston City Council,-37.93116,145.11738
CLAYTON SOUTH,125 Bourke Rd,3,h,820000,17.5,3,Kingston City Council,-37.94183,145.1087
CLAYTON SOUTH,1 Granville Gr,3,h,1100000,17.5,3,Kingston City Council,-37.93117,145.11288
CRANBOURNE,26 Mundaring Dr,5,h,572000,34.7,5,Casey City Council,-38.10687,145.2811
CRANBOURNE,25 Springhill Dr,3,h,555000,34.7,3,Casey City Council,-38.08632,145.28343
CRANBOURNE,48 Majestic Bvd,5,h,720008,34.7,5,Casey City Council,-38.08902,145.29006
CRANBOURNE,26 Camms Rd,3,h,524000,34.7,3,Casey City Council,-38.09689,145.27107
CRANBOURNE,29 Earlston Cct,4,h,910500,34.7,4,Casey City Council,-38.12479,145.28744
CRANBOURNE,16 Walter St,3,h,686000,34.7,3,Casey City Council,-38.10256,145.28017
CRANBOURNE NORTH,5 Aspera Pl,4,h,670000,34.7,4,Casey City Council,-38.07898,145.3165
CRANBOURNE NORTH,13 Cumquat Ct,4,h,500000,34.7,4,Casey City Council,-38.07202,145.27369
CRANBOURNE NORTH,20 Arbourlea Bvd,4,h,645000,34.7,4,Casey City Council,-38.08188,145.33248
CRANBOURNE WEST,78 Ranfurlie Bvd,4,h,825000,34.7,4,Casey City Council,-38.11235,145.24457
DANDENONG,5/6 MacPherson St,2,u,348000,24.7,2,Greater Dandenong City Council,-37.98712,145.22262
DANDENONG,8 Trende St,3,h,678000,24.7,3,Greater Dandenong City Council,-37.97806,145.20432
DANDENONG,58 Herbert St,4,h,1071500,24.7,4,Greater Dandenong City Council,-37.98121,145.21644
DANDENONG,4 Bess Ct,3,h,620000,24.7,3,Greater Dandenong City Council,-37.98265,145.22696
DANDENONG,7 Eton Ct,3,h,560000,24.7,3,Greater Dandenong City Council,-37.97938,145.23035
DANDENONG,43 Power St,3,h,665000,24.7,3,Greater Dandenong City Council,-37.98914,145.22531
DANDENONG,3/111 Clow St,2,u,370000,24.7,2,Greater Dandenong City Council,-37.98585,145.22651
DANDENONG,8 Orgill St,2,h,488000,24.7,2,Greater Dandenong City Council,-37.99173,145.22309
DANDENONG,28 Ray St,4,h,583000,24.7,4,Greater Dandenong City Council,-37.97369,145.19714
DANDENONG,1 Caroline St,3,h,669000,24.7,3,Greater Dandenong City Council,-37.98997,145.2254
DANDENONG,1462 Heatherton Rd,3,h,880000,24.7,3,Greater Dandenong City Council,-37.96969,145.21043
DANDENONG,18 Bulong St,3,h,500000,24.7,3,Greater Dandenong City Council,-37.98383,145.20342
DANDENONG,19 Ross St,3,h,510000,24.7,3,Greater Dandenong City Council,-37.98096,145.22621
DANDENONG,18 Fifth Av,4,h,570000,24.7,4,Greater Dandenong City Council,-37.98046,145.20487
DANDENONG,18 Keating Cr,3,h,585000,24.7,3,Greater Dandenong City Council,-38.00158,145.20228
DANDENONG,17 Lenaro St,3,h,645000,24.7,3,Greater Dandenong City Council,-37.99994,145.20786
DANDENONG,52 Willum Wy,4,h,760000,24.7,4,Greater Dandenong City Council,-37.9984,145.1962
DANDENONG,27A King St,3,h,980000,24.7,3,Greater Dandenong City Council,-37.98314,145.21847
DANDENONG,65 Benga Av,3,h,611000,24.7,3,Greater Dandenong City Council,-37.97745,145.2009
DANDENONG,5 Norman Ct,3,h,570000,24.7,3,Greater Dandenong City Council,-38.00074,145.20956
DANDENONG,3 Aratula St,3,h,1400000,24.7,3,Greater Dandenong City Council,-37.98456,145.22401
DANDENONG,30 Olive St,4,h,915500,24.7,4,Greater Dandenong City Council,-37.98049,145.21905
DANDENONG NORTH,110 Gladstone Rd,3,h,627000,24.7,3,Greater Dandenong City Council,-37.96322,145.20586
DANDENONG NORTH,52 Simpson Dr,3,h,760000,24.7,3,Greater Dandenong City Council,-37.96609,145.21997
DANDENONG NORTH,7 Fletcher Rd,3,h,595000,24.7,3,Greater Dandenong City Council,-37.96006,145.22094
DANDENONG NORTH,1/4 Rhoden Ct,2,u,305000,24.7,2,Greater Dandenong City Council,-37.95431,145.20899
DANDENONG NORTH,11 Griffiths Ct,4,h,750000,24.7,4,Greater Dandenong City Council,-37.95187,145.21249
DANDENONG NORTH,2 Chifley Cr,3,h,465000,24.7,3,Greater Dandenong City Council,-37.9674,145.20552
DANDENONG NORTH,24 Crawford Av,4,h,614000,24.7,4,Greater Dandenong City Council,-37.967,145.19658
DANDENONG NORTH,64 Waranga St,4,h,930000,24.7,4,Greater Dandenong City Council,-37.94264,145.21786
DANDENONG NORTH,84 Loch Rd,3,h,618500,24.7,3,Greater Dandenong City Council,-37.95661,145.2191
DANDENONG NORTH,3 Victor Av,3,h,727000,24.7,3,Greater Dandenong City Council,-37.95466,145.21193
DANDENONG NORTH,7 Belmont Av,3,h,560000,24.7,3,Greater Dandenong City Council,-37.96543,145.20339
DANDENONG NORTH,7 Buchan St,5,h,895000,24.7,5,Greater Dandenong City Council,-37.94465,145.21236
DANDENONG NORTH,1/30 Boyd St,4,u,617000,24.7,4,Greater Dandenong City Council,-37.96769,145.21732
DANDENONG NORTH,39 Galloway St,3,h,632000,24.7,3,Greater Dandenong City Council,-37.95135,145.19806
DANDENONG NORTH,60 First Av,3,h,682000,24.7,3,Greater Dandenong City Council,-37.95788,145.21389
DANDENONG NORTH,22 Pinewood Av,5,h,600000,24.7,5,Greater Dandenong City Council,-37.96171,145.20122
DANDENONG NORTH,93 Somerset Dr,3,h,717000,24.7,3,Greater Dandenong City Council,-37.94694,145.21876
DANDENONG NORTH,26 Blaxland Dr,5,h,775000,24.7,5,Greater Dandenong City Council,-37.94059,145.20472
DANDENONG NORTH,192 Gladstone Rd,3,h,651800,24.7,3,Greater Dandenong City Council,-37.95422,145.20755
DANDENONG NORTH,10 Robyn Ct,3,h,792000,24.7,3,Greater Dandenong City Council,-37.9466,145.2109
DANDENONG NORTH,131 Brady Rd,4,h,723000,24.7,4,Greater Dandenong City Council,-37.9553,145.224
DANDENONG NORTH,4 Crouch Ct,3,h,631000,24.7,3,Greater Dandenong City Council,-37.96877,145.22082
DANDENONG NORTH,13 Finsbury Ct,3,h,690000,24.7,3,Greater Dandenong City Council,-37.94455,145.20036
DANDENONG NORTH,93 Hennessy Wy,4,h,850000,24.7,4,Greater Dandenong City Council,-37.94691,145.20255
DANDENONG NORTH,54 Neasham Dr,3,h,642500,24.7,3,Greater Dandenong City Council,-37.94526,145.19999
DANDENONG NORTH,2/2 Shalimar Cr,3,h,590000,24.7,3,Greater Dandenong City Council,-37.95458,145.2127
DANDENONG NORTH,11 Huxley Av,3,h,681000,24.7,3,Greater Dandenong City Council,-37.94752,145.21463
DINGLEY VILLAGE,2/77 Centre Dandenong Rd,2,u,612000,22.2,2,Kingston City Council,-37.98412,145.13433
DINGLEY VILLAGE,138 Howard Rd,3,h,816000,22.2,3,Kingston City Council,-37.986,145.12035
DINGLEY VILLAGE,11 Kimber Ct,4,h,1100000,22.2,4,Kingston City Council,-37.97824,145.12949
DINGLEY VILLAGE,13 Lobelia Ct,3,h,980000,22.2,3,Kingston City Council,-37.97658,145.11887
DINGLEY VILLAGE,1 Chadree Ct,3,h,840000,22.2,3,Kingston City Council,-37.98536,145.13434
DINGLEY VILLAGE,13 Dorrington Ct,3,h,801000,22.2,3,Kingston City Council,-37.98217,145.14061
DINGLEY VILLAGE,22 Shannon Ct,5,h,955000,22.2,5,Kingston City Council,-37.97545,145.12054
DINGLEY VILLAGE,4 Ruby Pl,4,h,1255000,22.2,4,Kingston City Council,-37.97533,145.12278
DINGLEY VILLAGE,1/270 Spring Rd,2,u,595000,22.2,2,Kingston City Council,-37.9811,145.13807
DINGLEY VILLAGE,2 Cormorant Pl,3,h,806000,22.2,3,Kingston City Council,-37.98086,145.11993
DINGLEY VILLAGE,4 Marjorie Av,3,h,892000,22.2,3,Kingston City Council,-37.98186,145.13081
DINGLEY VILLAGE,28 Higgins Cl,4,h,915000,22.2,4,Kingston City Council,-37.97158,145.12634
DINGLEY VILLAGE,56 Jacks Av,3,h,736000,22.2,3,Kingston City Council,-37.98504,145.12892
DINGLEY VILLAGE,18 Albert Pl,3,t,802000,22.2,3,Kingston City Council,-37.98146,145.11715
DINGLEY VILLAGE,29 Elliott Cr,3,h,800000,22.2,3,Kingston City Council,-37.98596,145.13187
DINGLEY VILLAGE,5 Tarnook Ct,4,h,854000,22.2,4,Kingston City Council,-37.97936,145.13302
DINGLEY VILLAGE,13 Wheatland Cr,4,h,955000,22.2,4,Kingston City Council,-37.96746,145.12788
DINGLEY VILLAGE,1A Shelford Gr,4,h,952000,22.2,4,Kingston City Council,-37.98145,145.12834
DINGLEY VILLAGE,32 Fernhill Dr,4,h,1281000,22.2,4,Kingston City Council,-37.97215,145.12389
DINGLEY VILLAGE,12 Campbell Gr,3,h,871000,22.2,3,Kingston City Council,-37.98068,145.12494
DINGLEY VILLAGE,11 Evelyn Ct,4,h,970000,22.2,4,Kingston City Council,-37.96853,145.12948
DINGLEY VILLAGE,46 Rhoda St,4,h,927000,22.2,4,Kingston City Council,-37.98564,145.12715
DINGLEY VILLAGE,3 Colin Ct,3,h,870000,22.2,3,Kingston City Council,-37.98713,145.13489
DINGLEY VILLAGE,22 Bayville Dr,5,h,1526000,22.2,5,Kingston City Council,-37.98665,145.12308
DINGLEY VILLAGE,14 Balcombe Pl,3,h,880000,22.2,3,Kingston City Council,-37.986,145.1213
DINGLEY VILLAGE,8 Mungari St,5,h,1105000,22.2,5,Kingston City Council,-37.9785,145.1321
DINGLEY VILLAGE,4 Fairway Dr,4,h,839000,22.2,4,Kingston City Council,-37.98787,145.14077
DINGLEY VILLAGE,8 Rhoda St,3,h,952000,22.2,3,Kingston City Council,-37.98604,145.13088
DINGLEY VILLAGE,17 Colin Ct,3,h,1130000,22.2,3,Kingston City Council,-37.98718,145.13375
DINGLEY VILLAGE,17 Jannali Dr,4,h,883500,22.2,4,Kingston City Council,-37.98722,145.13573
DINGLEY VILLAGE,8 Kathrin Av,3,h,900000,22.2,3,Kingston City Council,-37.98068,145.13389
DINGLEY VILLAGE,22 Pickworth Dr,3,h,870000,22.2,3,Kingston City Council,-37.9796,145.12432
DINGLEY VILLAGE,28 Shelford Gr,3,h,880000,22.2,3,Kingston City Council,-37.98269,145.12811
DINGLEY VILLAGE,23 Heathland Wy,4,h,1000000,22.2,4,Kingston City Council,-37.98687,145.12709
DINGLEY VILLAGE,53 Jacks Av,3,h,875000,22.2,3,Kingston City Council,-37.98458,145.12746
DINGLEY VILLAGE,21 Kingsland Cl,3,h,812000,22.2,3,Kingston City Council,-37.98922,145.14025
DINGLEY VILLAGE,11 Seaton Dr,4,h,760000,22.2,4,Kingston City Council,-37.97801,145.13348
DOVETON,24 Betula St,3,h,545000,28.8,3,Casey City Council,-37.99095,145.2316
DOVETON,5 Crimson Dr,3,h,500000,28.8,3,Casey City Council,-37.98537,145.23505
DOVETON,33 Kanooka Gr,2,h,472500,28.8,2,Casey City Council,-37.99715,145.23526
DOVETON,35 Fugosia St,3,h,508000,28.8,3,Casey City Council,-37.99581,145.24098
DOVETON,49 Kanooka Gr,3,h,450000,28.8,3,Casey City Council,-37.99608,145.23587
DOVETON,5 Hakea St,3,h,469000,28.8,3,Casey City Council,-37.99515,145.23244
DOVETON,8 Peppermint St,3,h,531000,28.8,3,Casey City Council,-37.99161,145.23278
DOVETON,3 Pittosporum Gr,4,h,707000,28.8,4,Casey City Council,-37.99036,145.23941
DOVETON,12 Box St,3,h,670000,28.8,3,Casey City Council,-37.99478,145.23681
EDITHVALE,91 Edithvale Rd,6,h,1850000,27,6,Kingston City Council,-38.03548,145.11763
EDITHVALE,24 Tudor Ct,2,u,612500,27,2,Kingston City Council,-38.03093,145.11618
EDITHVALE,96 Berry Av,5,h,1260000,27,5,Kingston City Council,-38.04105,145.1216
EDITHVALE,9a Ivan Av,2,u,724000,27,2,Kingston City Council,-38.0371,145.11717
EDITHVALE,17 Tudor Ct,4,u,700000,27,4,Kingston City Council,-38.03227,145.11759
EDITHVALE,115 Ella Gr,3,h,875000,27,3,Kingston City Council,-38.03819,145.12443
EDITHVALE,77 Fraser Av,3,h,837000,27,3,Kingston City Council,-38.03804,145.11728
EDITHVALE,107 Kinross Av,3,h,950000,27,3,Kingston City Council,-38.03288,145.11678
EDITHVALE,20 Northcliffe Rd,3,h,1100000,27,3,Kingston City Council,-38.04214,145.11372
EDITHVALE,65 Fraser Av,2,h,715000,27,2,Kingston City Council,-38.03842,145.11613
EDITHVALE,2 Mary Av,3,h,1000000,27,3,Kingston City Council,-38.033,145.1138
EDITHVALE,7 Tudor Ct,2,t,545000,27,2,Kingston City Council,-38.03273,145.11773
EDITHVALE,32A Berry Av,3,t,1157000,27,3,Kingston City Council,-38.0431,145.11545
EDITHVALE,14 Rae Av,3,h,745000,27,3,Kingston City Council,-38.03551,145.10915
EDITHVALE,6A Berry Av,4,h,1185000,27,4,Kingston City Council,-38.04383,145.11321
EDITHVALE,63 Field Av,4,h,962000,27,4,Kingston City Council,-38.03535,145.11522
ENDEAVOUR HILLS,18 Struan Av,4,h,625000,28.5,4,Casey City Council,-37.96466,145.27006
ENDEAVOUR HILLS,44 Denton Dr,3,h,630000,28.5,3,Casey City Council,-37.98418,145.27178
ENDEAVOUR HILLS,3 Dunster Ct,5,h,1015000,28.5,5,Casey City Council,-37.98873,145.27019
ENDEAVOUR HILLS,9 Knight Ct,3,h,676000,28.5,3,Casey City Council,-37.98841,145.26001
ENDEAVOUR HILLS,13 Merton Ct,3,h,580000,28.5,3,Casey City Council,-37.96837,145.25176
ENDEAVOUR HILLS,6 Bedford Ct,4,h,700000,28.5,4,Casey City Council,-37.97262,145.2431
ENDEAVOUR HILLS,1 Jordan Ct,4,h,685000,28.5,4,Casey City Council,-37.97571,145.24914
ENDEAVOUR HILLS,6 Patterson Ct,3,h,676500,28.5,3,Casey City Council,-37.9851,145.2649
ENDEAVOUR HILLS,5 Wingate Ct,4,h,616000,28.5,4,Casey City Council,-37.9863,145.269
ENDEAVOUR HILLS,20 Rhonda Cl,3,h,656000,28.5,3,Casey City Council,-37.96982,145.26045
ENDEAVOUR HILLS,10 Shafer Ct,3,h,634000,28.5,3,Casey City Council,-37.98029,145.26277
ENDEAVOUR HILLS,7 Ambrosia Ct,4,h,1090000,28.5,4,Casey City Council,-37.98081,145.26047
ENDEAVOUR HILLS,13 Wilkinson Wy,5,h,878000,28.5,5,Casey City Council,-37.98218,145.25336
ENDEAVOUR HILLS,10 Barnsley Dr,6,h,1070000,28.5,6,Casey City Council,-37.97776,145.27613
ENDEAVOUR HILLS,2 Freeman Ct,3,h,770000,28.5,3,Casey City Council,-37.97902,145.27637
EUMEMMERRING,6 Butler St,4,h,703000,28.8,4,Casey City Council,-37.99841,145.24571
FRANKSTON,42 Kars St,3,h,640000,38,3,Frankston City Council,-38.1523,145.11874
FRANKSTON,24 Victoria Pde,3,h,700000,38,3,Frankston City Council,-38.15517,145.12705
FRANKSTON,5 Almora Cl,3,h,545000,38,3,Frankston City Council,-38.14444,145.16788
FRANKSTON,14 Berringa St,3,h,570000,38,3,Frankston City Council,-38.14264,145.14684
FRANKSTON,22 Bradshaw St,5,h,715000,38,5,Frankston City Council,-38.13442,145.13548
FRANKSTON,81 Dalpura Cct,3,h,491000,38,3,Frankston City Council,-38.13759,145.17054
FRANKSTON,2 Lytham Ct,3,h,566000,38,3,Frankston City Council,-38.13669,145.14049
FRANKSTON,59 Summit Rd,3,h,740000,38,3,Frankston City Council,-38.15882,145.12914
FRANKSTON,87 Aquarius Dr,3,h,565000,38,3,Frankston City Council,-38.16483,145.16383
FRANKSTON,50 Brooklyn Av,3,h,610000,38,3,Frankston City Council,-38.16415,145.14251
FRANKSTON,12 Tantani St,3,h,506000,38,3,Frankston City Council,-38.13743,145.16702
FRANKSTON,50 Towerhill Rd,4,h,755000,38,4,Frankston City Council,-38.16146,145.12997
FRANKSTON,10 Yuluma Ct,4,h,600500,38,4,Frankston City Council,-38.13805,145.16668
FRANKSTON,4/93 Dandenong Rd E,2,u,266000,38,2,Frankston City Council,-38.13275,145.13099
FRANKSTON,55 Margate Av,4,h,680000,38,4,Frankston City Council,-38.16147,145.14285
FRANKSTON,35 McAlister St,3,h,655000,38,3,Frankston City Council,-38.14016,145.13583
FRANKSTON,4 Eton Ct,4,h,695000,38,4,Frankston City Council,-38.15675,145.12707
FRANKSTON,30 Petrie St,3,h,938000,38,3,Frankston City Council,-38.13954,145.13086
FRANKSTON,7 Orrong Av,3,h,1010000,38,3,Frankston City Council,-38.1386,145.12142
FRANKSTON,5 Miranda Pl,4,h,650000,38,4,Frankston City Council,-38.16802,145.14349
FRANKSTON,24 Gretana Cr,3,h,550000,38,3,Frankston City Council,-38.14406,145.16352
FRANKSTON,10 Helvetia Ct,3,h,690000,38,3,Frankston City Council,-38.16135,145.13374
FRANKSTON,10 Plover Cl,3,h,634000,38,3,Frankston City Council,-38.14738,145.16653
FRANKSTON,4 Sassafras Dr,3,h,515000,38,3,Frankston City Council,-38.14374,145.16976
FRANKSTON,1 Fairway St,3,h,825000,38,3,Frankston City Council,-38.13552,145.13269
FRANKSTON,20 Manorwoods Dr,4,h,844000,38,4,Frankston City Council,-38.14216,145.1699
FRANKSTON,12 Sheridan Av,3,h,695000,38,3,Frankston City Council,-38.13604,145.12591
FRANKSTON,11 Anderson St,4,h,740000,38,4,Frankston City Council,-38.13484,145.13413
FRANKSTON,75 Wangarra Rd,4,h,641000,38,4,Frankston City Council,-38.14404,145.15287
FRANKSTON,88 Franciscan Av,4,h,600000,38,4,Frankston City Council,-38.16756,145.15559
FRANKSTON,43 Highview Rd,3,h,800000,38,3,Frankston City Council,-38.15933,145.14677
FRANKSTON,13 Isabella Cr,4,h,670000,38,4,Frankston City Council,-38.17436,145.1565
FRANKSTON,23 Manorwoods Dr,3,h,600000,38,3,Frankston City Council,-38.14168,145.17202
FRANKSTON,6 Meerlu Av,3,h,625000,38,3,Frankston City Council,-38.14599,145.15602
FRANKSTON,115 Heatherhill Rd,5,h,655888,38,5,Frankston City Council,-38.1605,145.1487
FRANKSTON,12 Olive Gr,3,h,700000,38,3,Frankston City Council,-38.1445,145.1294
FRANKSTON,323 Cranbourne Rd,4,h,636000,38,4,Frankston City Council,-38.1549,145.1636
FRANKSTON,5 Finisterre Ct,4,h,814250,38,4,Frankston City Council,-38.16927,145.15824
FRANKSTON,3 Frawley St,5,h,840000,38,5,Frankston City Council,-38.14774,145.14612
FRANKSTON,82 Lindrum Rd,4,h,560000,38,4,Frankston City Council,-38.14786,145.15436
FRANKSTON,105 Raphael Cr,3,h,636000,38,3,Frankston City Council,-38.16446,145.15503
FRANKSTON,67 Raphael Cr,3,h,672500,38,3,Frankston City Council,-38.16625,145.15266
FRANKSTON,18 Wave St,2,h,574000,38,2,Frankston City Council,-38.13262,145.13457
FRANKSTON,14 Woodlands Gr,4,h,1150000,38,4,Frankston City Council,-38.15529,145.11953
FRANKSTON,6 Ashleigh Av,3,h,550000,38,3,Frankston City Council,-38.1465,145.14458
FRANKSTON,25 Coprosma Av,4,h,615000,38,4,Frankston City Council,-38.14814,145.15104
FRANKSTON,18 Lindrum Rd,3,h,642000,38,3,Frankston City Council,-38.14336,145.15655
FRANKSTON,84 Lindrum Rd,3,h,599000,38,3,Frankston City Council,-38.14799,145.15432
FRANKSTON,31 Wangarra Rd,4,h,585000,38,4,Frankston City Council,-38.14301,145.14912
FRANKSTON,15 Inglis Av,3,h,697250,38,3,Frankston City Council,-38.13024,145.12663
FRANKSTON,160 Karingal Dr,3,h,561000,38,3,Frankston City Council,-38.14693,145.16493
FRANKSTON,37 Summit Rd,4,h,810000,38,4,Frankston City Council,-38.15826,145.12705
FRANKSTON,8 Yarla Ct,5,h,580000,38,5,Frankston City Council,-38.14921,145.16866
FRANKSTON,17 Arabil St,3,h,625000,38,3,Frankston City Council,-38.14541,145.14711
FRANKSTON,13 Royle St,3,h,654000,38,3,Frankston City Council,-38.14354,145.13891
FRANKSTON,3 Beaumont Cr,4,h,823000,38,4,Frankston City Council,-38.13936,145.16227
FRANKSTON,20 Bondi Av,3,h,845777,38,3,Frankston City Council,-38.16041,145.13735
FRANKSTON,5 Jolly St,3,h,686000,38,3,Frankston City Council,-38.14291,145.1355
FRANKSTON,2A Olive Gr,2,h,600000,38,2,Frankston City Council,-38.14529,145.12912
FRANKSTON SOUTH,14 Poinciana St,3,h,755000,38,3,Frankston City Council,-38.16492,145.12656
FRANKSTON SOUTH,160 Overport Rd,3,h,860000,38,3,Frankston City Council,-38.18255,145.11986
FRANKSTON SOUTH,641 Nepean Hwy,4,h,1400000,38,4,Frankston City Council,-38.16121,145.10381
FRANKSTON SOUTH,14 Hoadley Av,3,h,810000,38,3,Frankston City Council,-38.15983,145.11351
FRANKSTON SOUTH,5 Palmerston Cr,3,h,850000,38,3,Frankston City Council,-38.1632,145.10766
FRANKSTON SOUTH,18 Blaxland Av,3,h,665000,38,3,Frankston City Council,-38.16762,145.13545
FRANKSTON SOUTH,90 Yuille St,4,h,945000,38,4,Frankston City Council,-38.16227,145.1208
FRANKSTON SOUTH,3 Diosma Ct,3,h,1155000,38,3,Frankston City Council,-38.16457,145.12421
FRANKSTON SOUTH,30 Grange Rd,4,h,1905000,38,4,Frankston City Council,-38.15984,145.10884
FRANKSTON SOUTH,24 Sycamore Rd,4,h,830000,38,4,Frankston City Council,-38.16475,145.1345
FRANKSTON SOUTH,49 Fleetwood Cr,2,h,910000,38,2,Frankston City Council,-38.16185,145.10976
FRANKSTON SOUTH,13 Leslie St,4,h,760000,38,4,Frankston City Council,-38.16363,145.11545
FRANKSTON SOUTH,70 Derinya Dr,4,h,1350000,38,4,Frankston City Council,-38.17488,145.1234
FRANKSTON SOUTH,3 Diosma Ct,3,h,1155000,38,3,Frankston City Council,-38.16457,145.12421
FRANKSTON SOUTH,23 Fenton Cr,4,h,980000,38,4,Frankston City Council,-38.15845,145.11141
FRANKSTON SOUTH,8 Fulham Cl,3,h,750000,38,3,Frankston City Council,-38.16624,145.13297
FRANKSTON SOUTH,7 Erutta Pl,3,h,563000,38,3,Frankston City Council,-38.17433,145.13866
FRANKSTON SOUTH,10 Sanders Rd,4,h,750000,38,4,Frankston City Council,-38.17095,145.13675
FRANKSTON SOUTH,69 Fleetwood Cr,4,h,881000,38,4,Frankston City Council,-38.16337,145.11041
FRANKSTON SOUTH,3 Banksia Ct,4,h,737500,38,4,Frankston City Council,-38.1729,145.1381
FRANKSTON SOUTH,23 Tristania St,3,h,682000,38,3,Frankston City Council,-38.1659,145.1295
FRANKSTON SOUTH,32 Fleetwood Cr,3,h,1200000,38,3,Frankston City Council,-38.16164,145.10777
